"educ_yrs","age","month_interview","wealth_group","female","rural","earnings_usd","years_lived_elsewhere","christian_main","christian_evang","muslim","kikuyu"
1,30,2,1,0,0,82.01,5,1,0,0,0
6,37,11,1,0,0,289.61,1,0,0,0,0
2,18,1,4,1,1,15.91,4,0,1,0,0
7,40,11,2,1,1,51.17,0,0,0,1,0
2,29,9,3,1,1,52.66,3,0,0,0,0
5,43,3,3,1,1,250.51,5,1,1,0,1
0,23,12,4,1,0,22.42,4,1,1,0,0
6,19,3,5,1,1,44.95,9,1,0,0,1
9,27,1,5,1,0,16.28,4,0,1,0,0
9,23,1,5,0,0,124.98,3,1,0,0,0
10,26,2,3,0,1,121,9,0,1,0,1
12,19,12,5,0,0,93.1,3,1,0,0,0
10,21,7,2,0,1,95.08,2,0,0,0,1
4,27,8,3,1,0,33.84,7,0,1,0,0
2,19,9,1,1,0,22.31,6,1,1,0,0
2,38,6,1,0,1,146.23,1,1,0,0,0
5,22,10,3,1,1,39.14,0,0,1,0,0
1,21,1,5,1,0,6.79,6,1,0,0,0
4,56,3,2,1,1,734.91,2,0,0,0,0
2,41,4,2,1,0,154.65,8,1,1,0,0
3,24,3,4,1,0,91.59,4,0,1,0,0
0,29,8,5,1,1,34.97,4,1,0,0,0
7,18,6,3,0,0,57.4,3,0,1,1,0
10,32,10,2,0,1,93.66,3,1,0,0,1
6,19,9,2,0,0,47.74,6,1,1,0,0
3,44,6,1,1,0,293.38,2,1,0,0,0
1,17,9,5,1,1,14.95,11,1,0,0,0
7,17,10,5,1,1,46.86,10,1,0,0,0
0,17,12,3,0,1,14.19,1,1,1,0,0
6,47,12,3,0,1,539.32,10,1,0,0,1
6,26,3,2,1,0,85.8,7,1,1,0,0
1,22,10,4,0,0,40.19,11,1,0,0,0
6,36,4,5,0,0,265.71,5,1,0,0,0
6,25,3,2,1,0,78.47,10,0,1,0,0
3,23,11,2,0,0,46.37,8,0,1,0,0
1,47,12,2,0,0,405.89,1,1,0,1,0
2,27,10,2,0,0,73.39,7,0,0,0,1
4,19,4,3,1,1,6.42,2,1,1,0,0
0,46,7,5,1,1,128.61,1,1,1,0,0
5,31,2,4,0,1,95.74,4,0,1,0,0
10,24,7,2,0,0,126.51,3,1,1,0,0
0,22,2,3,0,1,31.85,9,1,0,1,0
1,22,10,1,1,1,23.57,2,1,0,0,0
9,31,6,5,0,0,254.46,0,1,0,0,0
8,37,4,3,0,1,95.87,6,1,1,0,0
4,35,7,4,1,0,132.27,8,1,1,0,0
2,35,3,3,0,1,130.57,1,0,0,1,0
6,19,1,3,0,0,58.8,3,0,0,0,0
2,29,12,1,0,1,66.84,13,1,0,0,0
8,22,2,5,1,0,31.21,4,0,0,0,0
0,18,8,2,0,1,19.15,0,1,0,0,0
4,29,5,5,0,1,86.78,9,1,0,0,0
0,55,3,5,1,1,269.14,3,1,1,0,0
4,25,7,1,0,1,49.38,1,0,1,0,0
2,27,2,1,1,0,41.91,5,1,1,1,0
0,17,4,1,1,1,10.21,2,0,1,1,0
0,25,4,5,0,1,29.3,9,1,1,0,0
1,36,10,3,0,0,159.94,9,0,0,1,0
7,43,10,3,0,1,429.53,1,1,0,0,0
8,33,1,4,1,0,286.77,5,0,0,0,1
0,26,4,5,1,1,28.22,10,1,0,0,0
0,24,5,1,1,0,30.2,0,1,0,0,0
4,31,6,3,0,1,16.52,2,1,0,0,1
0,58,1,1,0,0,754.93,0,1,0,0,0
9,20,10,5,0,0,110.15,0,1,0,1,0
3,21,6,5,1,0,39.41,1,1,0,0,0
6,50,6,4,0,0,701.57,3,1,1,0,0
2,18,7,1,0,0,58.6,3,1,0,0,0
6,43,4,2,0,1,435.82,13,0,0,1,0
9,25,10,4,1,0,165.29,0,0,0,0,0
0,54,7,2,0,0,547.19,7,1,0,0,0
0,56,10,1,1,1,361.46,7,0,0,1,0
7,34,6,2,0,0,294.41,10,1,0,1,0
10,17,9,4,1,0,95.74,2,1,0,0,0
4,51,6,2,1,0,521.2,2,1,1,0,1
4,22,10,1,0,0,59.46,4,1,0,0,0
4,32,10,4,0,1,112.95,4,1,0,0,0
7,21,6,2,0,0,80.35,1,0,0,0,0
6,23,12,5,1,0,65.58,13,0,1,0,0
2,34,6,3,1,1,81.59,12,1,0,0,0
9,31,3,1,1,0,229.72,0,1,1,1,0
1,28,6,4,0,0,55.81,0,1,1,0,0
5,19,11,1,0,1,40.31,2,1,0,0,0
0,33,11,4,0,1,59.37,4,0,1,0,0
0,25,9,3,1,1,57.04,8,1,0,1,0
2,20,6,4,1,1,61.68,2,1,0,0,0
0,23,3,3,1,0,27.77,5,1,0,1,0
2,33,4,4,1,1,74.79,2,1,0,0,0
2,18,8,3,0,1,24.87,2,0,0,0,0
1,55,12,3,0,1,428.78,4,1,1,0,0
9,29,6,1,0,0,213.39,5,0,0,0,0
5,47,7,2,0,1,462.28,3,0,0,0,0
4,38,6,1,1,0,77.04,4,1,1,0,0
9,17,2,4,0,0,80.24,7,1,0,1,0
9,19,1,1,0,0,70.63,3,1,1,0,0
2,26,2,3,1,0,51.66,6,0,0,0,0
1,17,10,4,0,0,25.49,6,0,0,0,0
5,29,11,3,1,1,92.22,4,0,0,0,1
5,25,5,5,0,1,70.96,9,1,0,0,1
0,20,12,4,0,1,10.15,6,1,0,0,0
6,52,8,4,0,1,61.84,1,1,0,1,0
5,25,7,4,0,1,69.3,1,0,0,0,0
1,31,1,4,0,1,69.95,10,1,0,0,0
4,22,6,3,1,0,7.01,12,1,1,0,0
4,33,11,1,1,1,42.1,4,1,1,0,1
0,31,11,1,1,1,43.91,1,1,0,0,0
0,38,11,3,1,0,105.58,3,1,0,0,1
8,17,5,2,1,0,70.13,3,1,0,0,0
0,35,3,4,1,0,79.64,7,1,0,0,0
9,24,4,4,0,1,123.49,2,1,0,1,0
5,23,7,1,0,1,57.92,1,0,0,0,0
13,20,3,5,0,0,164.44,2,1,0,0,1
8,29,8,1,0,0,187.28,8,1,0,0,0
2,47,6,1,1,1,20.2,2,0,0,0,1
0,31,7,2,1,1,36.5,3,0,1,0,1
4,29,11,5,1,1,75.31,5,0,0,0,0
6,23,1,1,0,1,61.95,5,0,1,1,0
0,60,8,4,1,1,494.55,2,1,0,0,0
1,31,11,3,0,1,69.95,3,1,0,0,0
0,25,12,3,1,1,20.95,2,0,1,0,0
6,21,5,2,0,1,21.5,10,1,0,0,0
3,24,8,4,1,1,59.19,0,0,0,0,0
1,23,9,1,0,1,39.72,3,1,0,1,0
5,18,7,1,0,1,30.58,4,1,1,0,1
0,24,9,3,0,1,30.97,1,1,1,1,0
1,22,6,1,1,0,30.35,2,1,0,1,0
0,26,7,3,0,0,41.01,3,0,1,0,0
4,28,9,4,0,0,117.57,3,1,0,1,0
6,24,12,3,0,0,106.86,4,1,0,1,0
10,39,2,3,0,0,579.45,0,1,0,0,0
5,17,1,4,0,0,49.68,1,0,0,1,0
0,49,9,4,1,1,203.13,5,0,0,0,0
2,31,11,1,1,0,80.39,2,1,0,0,0
3,29,6,3,1,0,80.62,2,1,0,0,0
1,26,6,1,1,1,27.4,2,1,1,0,0
2,21,5,1,0,1,70.72,12,1,1,0,0
11,23,8,1,1,0,197.55,6,1,0,0,0
3,19,5,4,1,1,61.51,1,0,0,0,0
1,23,11,4,0,1,4.52,2,0,1,0,0
5,45,3,5,0,0,500.92,11,1,0,0,0
6,19,7,1,1,1,43.91,0,1,0,0,0
5,50,1,3,1,0,560.81,1,0,1,0,0
2,24,6,3,1,0,32.04,1,1,1,0,0
1,40,9,5,0,1,152.23,2,0,0,0,0
1,34,9,4,1,0,70.91,7,0,1,0,0
3,18,9,5,0,0,36.27,5,0,0,0,0
5,35,1,5,1,1,58.65,10,1,0,0,0
7,25,4,1,1,0,118.33,12,1,0,0,1
4,49,8,2,0,0,627.51,6,0,0,0,1
5,20,10,3,1,0,63.58,8,1,0,0,0
3,25,8,1,1,1,36.69,9,1,1,0,1
4,37,8,3,1,1,50.1,1,0,0,1,0
12,22,8,2,1,0,94.76,1,1,1,0,0
2,31,2,2,0,0,117.97,12,1,0,1,0
2,25,1,2,0,1,46.84,2,0,0,0,0
0,23,10,2,1,1,22.08,8,0,0,0,1
8,23,6,2,1,0,115.5,4,1,0,0,0
3,35,11,4,0,1,148.78,10,0,0,1,0
5,22,2,4,1,0,61.71,0,0,0,0,0
0,24,11,3,1,1,23.74,3,1,0,1,0
0,21,7,5,0,1,25.17,9,1,0,0,0
4,33,6,4,1,0,136.93,1,1,0,0,0
6,20,3,5,0,0,52.29,3,0,1,0,0
5,22,5,2,0,1,52.92,3,0,0,0,0
0,27,11,1,0,1,35.01,0,0,1,0,0
4,21,8,1,1,1,62.37,0,0,0,0,0
2,24,7,1,1,0,43.2,1,0,0,0,0
0,39,2,2,1,1,87.75,3,0,0,0,0
5,21,5,2,0,1,39.25,2,0,1,0,0
9,28,7,3,0,0,158.6,11,0,1,0,0
9,22,1,3,0,0,92.73,4,0,1,0,0
4,26,5,3,1,1,47.14,6,0,1,1,0
2,36,4,3,1,0,124.18,2,0,0,0,0
0,35,12,5,0,0,128.74,2,1,0,1,0
0,50,5,3,0,1,308.38,8,1,0,0,0
13,26,11,4,1,0,378.49,6,1,0,0,1
1,20,4,5,1,1,53.08,3,1,0,0,0
0,21,1,4,1,1,87.29,6,1,0,0,0
5,25,5,1,0,0,45.2,3,0,0,0,1
12,46,2,2,1,0,47.04,2,1,0,0,1
7,27,3,3,0,0,19.46,5,0,1,0,1
3,34,12,4,1,0,74.64,8,1,0,0,0
4,29,4,3,1,0,98.72,9,1,0,0,1
4,36,5,2,0,0,73.87,9,0,1,0,0
0,27,10,3,1,1,31.58,1,1,0,0,1
4,29,4,2,0,1,100.33,1,0,0,1,0
4,26,2,5,1,1,46.86,13,1,1,0,0
7,30,5,2,1,1,39.92,7,0,0,0,0
2,18,6,3,0,1,12.6,0,0,0,0,0
6,24,9,3,0,0,92.43,1,0,0,0,0
4,38,8,4,0,0,69.9,1,0,0,0,0
1,19,9,4,0,1,23.91,3,1,0,0,0
5,29,6,5,1,1,92.22,2,1,0,0,1
6,34,1,2,1,1,5.17,1,1,1,0,1
5,32,2,2,1,0,40.27,9,0,0,0,1
0,41,9,3,0,0,186.19,1,1,0,0,0
3,56,12,2,0,1,743.18,9,1,0,0,0
8,21,8,4,1,1,77.11,2,1,0,0,1
6,36,10,1,0,0,265.71,2,0,0,0,0
6,19,4,3,1,0,56.21,3,0,0,0,0
0,44,3,2,1,1,137.19,5,1,0,0,1
1,18,5,3,0,1,21.82,5,0,0,0,0
6,22,3,3,1,0,94.98,4,1,0,0,0
1,27,4,5,1,1,16.06,2,1,0,0,0
6,18,10,3,1,1,32.54,5,1,1,0,0
4,40,1,2,0,0,333.33,3,0,0,1,0
0,38,6,4,1,1,81.04,11,0,0,1,0
8,19,10,3,0,1,61.06,2,0,0,0,1
11,22,11,2,1,1,114.5,3,1,1,0,0
0,43,5,1,1,0,157.7,10,0,0,0,0
1,40,1,2,1,0,146.29,3,1,0,0,0
13,46,10,5,0,0,1547.43,0,0,0,0,0
5,31,11,5,1,0,112.31,10,0,1,1,0
9,24,4,1,1,0,46.44,1,1,0,0,0
0,24,8,2,1,0,44,7,0,1,0,0
5,31,2,4,0,0,150.95,6,1,0,0,0
4,26,12,2,0,1,66.5,2,1,0,0,0
1,49,9,4,1,1,197.24,9,1,1,0,0
12,33,5,2,0,0,448.37,2,0,0,0,0
0,18,3,2,1,0,17.54,8,1,0,0,0
0,19,7,4,1,1,51.2,5,1,0,0,1
10,20,8,1,1,0,125.93,5,0,0,0,0
8,54,5,1,1,1,1309.57,4,1,0,0,1
0,55,7,1,0,0,45.2,1,0,0,0,0
0,33,10,5,0,0,93.6,8,1,0,0,0
0,50,2,3,1,1,220.56,2,0,0,0,0
5,26,6,5,1,1,69.02,6,1,0,0,0
0,20,5,3,0,1,26.57,12,1,0,1,0
0,23,6,2,1,1,21.57,7,0,0,0,0
0,25,10,1,1,1,20.95,12,0,1,0,0
4,29,1,2,1,0,65.93,4,0,0,0,0
1,17,9,4,0,0,20.7,1,0,1,0,0
6,20,6,4,0,1,41.82,3,1,1,0,1
12,30,11,2,0,0,344.79,6,1,0,0,0
2,21,9,4,0,1,23.33,5,0,0,0,0
8,26,9,1,0,1,114.78,2,1,0,0,1
14,26,3,5,0,0,314.1,5,0,0,0,0
3,35,11,3,0,1,104.49,3,0,1,0,0
12,35,7,2,1,0,3.66,9,0,1,0,0
1,40,2,1,0,0,194.88,1,0,0,0,0
1,30,5,5,1,1,39.05,4,1,1,0,0
0,27,3,4,0,1,43.12,3,1,0,0,0
8,19,5,2,0,1,61.06,3,1,0,0,1
0,45,8,5,1,0,155.07,11,0,1,0,1
0,33,2,1,1,1,42.46,2,1,1,0,0
9,19,12,5,0,1,32.31,11,1,0,0,1
4,29,9,5,1,0,80.15,11,0,1,0,1
2,19,10,3,1,1,17.43,0,1,1,0,0
12,21,1,4,1,0,197.21,2,1,0,0,0
4,20,11,5,1,1,23.06,3,1,0,0,1
6,26,12,5,0,1,99.83,3,1,0,1,0
5,51,10,2,0,1,642.99,3,1,0,0,0
0,36,4,3,1,1,70.47,0,1,0,0,0
8,25,10,5,1,1,87.66,8,1,1,0,0
1,21,10,1,1,1,21.53,11,0,0,0,0
14,23,2,2,0,0,199.58,5,1,1,0,1
1,33,9,5,0,0,106.65,7,1,0,0,0
0,35,4,3,0,1,86.98,2,0,0,0,0
9,20,8,5,1,0,87.54,9,0,1,0,1
5,26,2,3,0,1,75.78,11,1,0,0,0
4,24,9,4,1,0,61.78,3,0,0,0,0
8,26,9,1,0,0,116.53,4,1,1,0,0
7,42,7,5,0,0,410.35,4,0,1,0,0
11,22,12,1,0,0,96.5,5,1,1,0,0
3,30,11,1,0,1,83.18,4,1,0,0,0
2,25,11,4,0,0,48.16,9,0,0,0,1
2,46,12,4,1,1,75.86,13,0,0,1,0
5,21,7,4,1,0,37.7,1,0,0,0,0
6,25,1,1,1,1,75.49,3,0,0,0,0
3,55,3,4,1,1,460.33,7,0,1,0,0
4,27,3,2,1,0,80.76,2,1,0,0,0
0,18,4,3,0,0,25.1,3,1,0,0,1
0,24,8,3,1,0,59.39,7,0,0,0,0
0,26,7,2,0,1,39.45,3,0,0,0,0
2,41,3,3,0,1,188.84,8,0,0,0,0
1,33,11,2,0,1,78.21,7,1,1,1,0
4,33,9,5,1,0,136.93,3,1,0,0,0
6,53,6,4,1,0,57.6,2,0,0,0,0
6,20,8,5,0,1,43.07,9,1,1,0,0
6,21,10,2,1,0,54.74,9,0,1,0,0
5,33,1,4,0,0,184.08,12,0,0,0,1
0,27,2,3,1,1,42.31,5,0,0,0,0
0,39,3,1,1,0,115.01,2,1,0,0,1
10,37,11,2,0,1,309.65,6,0,1,0,0
10,42,6,1,1,0,78.45,2,0,1,0,1
7,23,5,4,0,1,26.12,4,0,1,0,1
4,31,11,2,1,1,19.03,2,1,0,0,0
9,39,6,2,0,0,422.77,6,0,1,0,1
2,49,8,3,0,1,368.74,1,1,0,0,0
2,22,3,4,1,0,36.08,2,0,0,0,0
0,21,1,5,1,1,14.62,5,0,1,0,0
11,36,1,2,0,0,510.38,2,1,0,0,0
7,29,12,1,1,0,164.9,9,1,0,0,0
0,30,4,1,0,0,71.98,10,0,0,0,0
0,26,12,2,1,1,23.46,1,0,1,0,1
2,22,8,4,1,0,29.99,0,0,1,0,1
0,39,5,5,0,1,99.61,2,0,1,0,0
3,43,3,1,1,0,271.34,9,1,0,1,0
3,23,11,2,1,0,38.34,2,1,1,0,0
0,47,6,4,0,1,240.67,5,1,0,0,0
6,20,10,4,1,1,48.38,6,1,0,1,0
6,17,7,2,1,0,38.91,8,0,1,0,1
6,18,5,5,1,0,42.65,3,1,1,0,1
0,24,7,2,0,0,42.23,2,0,0,0,0
0,18,4,4,1,1,11.12,11,1,1,0,0
2,23,11,3,0,0,47.05,1,0,1,1,0
6,43,4,1,1,1,368.96,6,0,0,0,1
6,26,1,4,1,1,84.51,7,0,0,0,1
15,30,11,5,0,0,522.26,6,0,0,0,1
0,19,2,3,1,0,15.7,3,1,1,1,0
0,25,5,2,1,0,26.82,3,1,1,0,0
13,32,10,2,0,0,541.32,1,1,0,1,0
0,21,6,4,0,0,26.16,5,0,1,0,0
4,30,6,3,0,0,98.52,1,1,1,0,0
8,22,3,5,1,1,82.44,3,1,0,0,0
0,33,2,3,1,1,97.23,8,1,0,0,0
11,33,4,2,0,0,393.5,6,1,0,0,0
4,36,5,1,0,1,163.68,1,1,0,0,1
4,31,5,4,0,1,103.48,8,0,0,0,0
10,26,7,5,1,0,216.13,7,1,0,0,0
2,22,11,1,0,1,36.63,7,0,0,0,1
0,24,3,4,1,1,23.59,4,0,0,0,0
5,28,11,3,0,0,34.64,3,1,0,1,0
9,32,2,3,0,1,250.84,2,1,0,1,0
0,47,10,1,0,0,308.1,2,0,0,0,0
6,31,5,1,0,1,134.36,7,1,0,0,0
1,19,6,4,0,0,30.61,3,1,0,0,0
6,32,1,2,1,0,23.7,5,1,0,0,0
9,34,8,2,1,0,19.08,7,0,1,1,0
4,25,7,2,0,1,60.82,3,1,0,0,0
9,17,8,2,0,0,72.44,8,1,0,0,0
2,34,1,3,0,1,84.09,7,0,1,0,0
6,21,7,2,0,0,57.26,6,0,1,0,0
0,18,10,2,1,1,11.19,2,1,1,1,0
6,53,3,1,0,1,862.57,2,1,0,0,0
5,23,7,4,1,1,75.49,3,1,0,0,0
2,17,9,5,0,0,29.05,8,0,0,0,0
8,20,8,3,0,1,66.87,9,1,0,0,1
4,28,7,2,0,1,91.84,8,1,0,1,0
0,26,10,1,0,1,52.58,7,1,0,0,0
6,18,6,4,1,1,32.54,2,0,1,0,0
1,18,4,1,1,0,33.47,11,0,0,0,0
7,41,9,3,1,0,378.29,6,0,1,0,0
8,32,8,1,1,0,12.17,1,1,1,0,1
0,35,4,2,0,1,89.06,8,1,0,0,1
1,21,6,4,0,1,23.29,7,1,1,0,0
6,34,11,3,0,1,9.62,11,0,0,0,0
12,21,7,4,0,1,120.56,7,1,0,0,0
4,38,1,3,0,1,219.5,0,0,0,1,0
2,45,4,1,1,1,208.38,8,1,0,0,0
6,26,2,1,0,1,17.53,0,0,0,0,0
0,45,6,4,1,1,145.7,7,0,0,0,0
0,21,12,1,1,1,6.69,3,1,1,0,0
0,32,1,3,0,1,55.7,0,1,1,0,1
3,31,12,2,1,1,75.55,10,1,0,1,0
6,30,12,3,0,0,127.91,4,1,1,0,0
15,42,12,5,1,0,2172.03,9,1,0,0,1
12,33,1,3,0,0,459.08,0,0,0,0,1
11,23,1,5,0,1,126.76,12,0,0,0,0
10,17,12,5,0,0,84.51,8,1,0,0,1
11,33,8,3,0,0,393.5,1,1,0,0,0
1,19,8,3,1,1,17.95,4,0,0,0,0
0,30,5,2,0,1,52.78,7,0,1,1,0
8,21,2,2,0,0,93.74,4,1,0,0,1
1,19,6,1,1,1,17.95,2,0,0,0,0
1,34,10,2,1,1,97.13,5,0,0,0,0
0,28,4,2,0,1,44.24,4,0,1,1,0
3,23,12,2,1,1,36.88,10,1,0,0,0
4,24,8,5,0,0,53.26,2,1,0,0,0
3,44,10,1,0,1,225.04,2,1,1,0,0
6,46,7,5,0,1,496.26,2,1,0,0,1
10,28,9,4,0,0,27.14,12,0,0,0,0
5,33,4,5,1,1,103.87,1,0,1,0,0
1,19,4,1,0,1,26.77,4,0,0,0,0
2,42,1,4,0,1,4.8,6,1,0,0,1
3,19,8,4,1,0,79.94,4,1,1,0,1
7,31,9,2,1,0,87.24,0,0,0,0,1
3,19,4,3,1,0,26.68,3,0,1,0,0
1,29,4,5,1,1,44.03,1,0,0,0,0
5,18,8,2,0,0,38.24,8,0,1,0,0
5,24,9,1,1,1,46.86,7,0,1,0,0
0,55,1,1,1,0,15.3,2,0,1,0,0
1,60,10,5,1,0,775.21,1,1,0,0,1
5,29,7,5,0,1,101.24,5,1,0,0,1
0,42,8,3,1,1,96.74,7,1,0,0,0
4,34,1,2,0,1,134.45,7,1,0,0,0
13,21,10,2,0,0,142.8,2,0,1,0,0
0,36,4,1,1,1,68.24,1,1,0,1,0
7,27,2,2,0,0,89.88,8,1,1,1,0
1,43,10,4,1,1,119.62,1,1,1,0,0
6,43,7,2,0,1,385.96,2,0,0,0,1
8,27,11,3,0,1,115.04,5,0,1,1,0
0,23,3,5,1,1,22.4,5,0,1,0,1
5,17,3,5,0,0,49.68,4,1,0,1,0
0,28,2,5,1,0,35.03,0,0,1,0,0
6,18,3,4,1,0,16.96,6,1,0,0,0
4,21,6,1,0,0,44.1,7,1,1,0,0
12,24,6,4,1,0,258.47,1,0,0,0,0
1,17,7,1,1,1,12.14,5,1,1,0,0
8,18,6,4,1,1,47.65,2,1,1,0,1
6,17,4,5,0,1,39.16,0,0,0,0,1
0,23,3,5,1,0,29.19,1,1,0,0,0
6,50,2,2,0,1,691.05,10,1,0,0,1
0,29,9,3,1,1,36.82,1,0,0,0,0
0,30,3,4,1,1,32.65,4,1,1,0,0
3,44,9,4,1,0,293.38,1,1,0,0,0
3,20,4,4,1,0,42.35,6,0,1,0,1
1,37,6,3,1,0,91.9,9,1,1,0,0
1,40,9,1,0,0,194.88,11,0,0,0,0
0,42,4,1,1,1,113.22,4,1,0,0,0
7,19,7,5,1,0,72.2,0,1,1,0,0
8,45,10,5,0,1,470.04,8,1,1,0,0
0,19,3,1,1,0,19.21,1,1,0,0,0
12,43,5,2,0,0,1056.19,1,0,0,0,0
3,27,3,3,1,0,81.85,1,0,1,0,0
4,50,6,3,1,0,468.94,4,0,1,0,0
0,25,6,1,1,1,25.8,5,0,0,0,0
14,28,9,4,0,0,433.79,1,1,0,1,0
4,30,1,4,1,0,39.23,7,1,0,0,1
9,24,4,1,1,1,118.05,4,1,0,0,0
0,43,6,5,0,0,50.98,7,1,0,1,0
4,31,4,4,0,0,110.13,1,1,1,0,1
6,55,4,4,0,1,1014.33,13,1,0,0,0
12,29,9,2,0,0,262.46,6,1,1,0,1
5,17,1,1,1,1,30.76,2,0,0,1,0
0,33,1,4,0,0,81.17,14,0,0,0,0
1,26,1,2,1,1,27.4,5,0,1,0,0
0,24,6,1,1,1,69.28,1,0,0,0,0
0,42,10,5,1,1,113.22,14,1,0,0,0
6,42,7,4,1,0,38.69,1,1,0,0,1
3,44,7,5,1,1,43.12,5,0,0,0,0
4,51,4,2,1,0,509.05,7,0,1,0,0
13,20,5,5,0,0,160.61,5,0,0,0,0
3,23,7,1,0,0,58.47,0,0,0,0,1
2,53,11,1,0,0,531.88,7,0,1,0,0
0,26,7,5,0,1,32.8,3,0,1,0,1
1,21,12,2,1,0,28.36,4,1,0,0,0
0,42,7,4,1,0,117.68,1,1,1,0,0
3,20,1,5,1,1,28.29,4,0,0,1,0
9,22,5,2,0,1,89.21,1,1,0,0,0
6,35,1,3,0,1,190.38,4,0,0,0,0
0,19,3,3,0,1,24.26,3,0,0,1,0
0,25,5,1,1,1,25.8,0,0,0,0,0
5,20,7,3,1,1,40.21,7,0,0,0,0
1,37,9,1,1,1,90.52,8,1,0,0,1
6,32,1,2,0,1,34.31,2,1,0,0,0
0,26,7,1,1,1,79.84,8,0,0,0,0
6,48,7,2,1,1,547.09,3,0,0,0,0
0,41,1,4,1,0,81.02,3,1,1,1,0
3,24,10,4,1,0,43.99,3,1,0,0,0
7,20,4,4,1,0,21.69,5,0,0,1,0
4,24,9,1,0,0,57.8,9,0,1,0,0
6,29,12,2,0,0,166.77,4,1,0,1,0
0,22,5,2,0,1,27.55,8,1,0,0,0
0,18,8,3,1,1,13.7,1,1,0,0,0
0,32,10,3,1,0,49.81,1,1,1,0,0
13,26,12,5,1,0,24.37,7,0,0,0,0
6,29,11,2,0,0,62.82,2,1,0,0,0
5,34,3,5,0,1,156.86,6,0,0,0,1
4,41,2,5,1,1,172.77,0,1,1,0,0
11,21,10,2,1,0,168.84,3,1,0,0,1
0,44,11,3,1,1,134.8,7,0,0,1,0
5,31,6,1,0,0,150.95,3,1,0,0,0
8,22,2,2,1,0,74.68,14,0,0,0,1
8,28,12,5,0,1,133.91,0,1,0,0,0
3,29,2,3,0,0,79.17,4,1,1,0,0
3,23,4,3,0,1,82.14,2,1,1,0,0
0,24,4,4,0,1,26.78,10,0,1,0,0
6,17,7,4,0,0,39.76,9,1,1,0,0
6,27,10,2,1,1,90.22,11,0,0,0,0
5,22,10,4,1,0,50.1,13,1,1,0,0
0,20,1,3,0,1,18.66,0,1,1,0,0
1,21,2,1,1,1,17.9,1,0,1,0,1
2,18,3,1,1,1,63.03,3,1,0,1,0
8,33,7,5,0,0,221.13,2,1,1,0,1
1,22,11,1,0,1,72.9,2,1,1,0,0
6,34,2,1,0,0,228.81,9,1,0,0,1
9,24,12,2,0,0,136.74,8,0,0,0,0
12,22,5,5,0,0,168.96,11,1,0,0,0
12,42,1,1,1,0,23.28,3,0,0,1,0
0,20,11,5,0,1,72.09,1,1,0,0,0
7,35,4,3,0,1,5.69,13,0,0,0,0
0,26,1,4,0,1,39.45,5,1,0,0,0
4,27,2,3,0,1,72.69,12,0,0,0,0
0,41,11,4,0,1,120.92,12,1,1,0,1
6,21,8,4,0,0,81.53,6,0,0,1,0
0,19,4,1,0,0,26.86,4,1,0,0,0
2,18,7,2,1,1,19.59,6,0,0,0,0
5,22,11,1,1,0,50.1,1,0,1,0,0
3,36,1,3,0,1,113.92,8,1,1,0,0
6,22,11,2,0,0,77.2,10,1,0,0,0
6,29,12,3,0,0,147.68,7,0,0,0,1
0,40,4,1,1,1,26.51,1,0,0,0,0
6,37,5,4,0,1,188.07,0,0,1,0,1
6,35,4,4,0,0,228.79,6,1,1,1,0
1,37,6,1,0,1,117.78,8,1,0,0,0
13,20,9,2,0,0,130.41,7,1,1,0,0
4,42,11,5,0,0,277.37,1,0,1,0,0
1,19,11,2,1,1,14.92,3,1,1,0,1
6,22,3,3,0,1,69.72,1,0,0,1,0
8,36,2,5,1,1,285.49,13,0,0,1,0
4,43,1,5,0,1,297.26,5,1,0,0,1
6,27,4,4,1,0,93.78,7,1,1,0,0
1,37,5,1,1,1,53.43,2,1,0,0,0
0,36,9,3,0,1,89.03,2,1,1,1,0
8,41,10,4,0,0,611.73,3,1,0,1,0
0,19,10,1,0,1,17.04,2,0,1,0,0
1,35,4,1,0,1,80.48,11,1,1,0,0
1,17,7,5,0,1,19.91,7,1,0,0,0
0,19,1,4,0,0,25.22,1,0,1,1,0
7,19,7,4,1,0,13.7,1,0,0,0,0
0,50,1,4,1,1,17.25,8,1,0,0,0
0,35,8,4,0,1,86.98,1,1,0,0,0
0,24,5,1,1,1,23.82,0,0,0,0,0
6,21,1,2,0,1,55.09,12,0,0,0,0
3,24,2,1,1,1,40.6,11,0,0,1,0
0,35,4,5,1,1,62.21,13,0,0,0,0
5,17,2,4,1,0,26.08,5,0,0,1,0
5,46,5,1,1,0,495.99,4,1,0,0,0
1,29,7,1,1,1,44.03,10,0,0,0,0
0,58,7,5,0,1,8.62,3,0,0,0,1
12,33,9,5,0,1,56.75,10,1,1,0,0
0,20,1,2,1,1,61.93,4,1,0,0,0
0,31,12,3,0,0,78.59,2,0,0,0,0
0,38,4,4,0,1,112.62,2,1,0,0,0
8,23,5,1,1,1,92.38,10,1,0,0,1
8,27,3,4,1,0,8.2,12,1,1,0,0
0,27,10,3,0,1,35.01,0,1,1,0,0
0,28,10,4,0,1,48.25,8,1,0,0,1
0,33,4,1,1,1,52.29,1,1,0,0,0
0,39,4,4,0,1,141.84,4,0,0,1,0
2,28,11,5,0,0,78.32,9,0,0,0,0
1,20,4,5,0,1,21.27,3,1,1,0,0
4,27,3,4,0,0,95.28,1,1,0,0,1
6,37,11,5,0,1,188.07,13,1,1,0,1
